Gene Symbol	Gene ID	Cytoband	X1032	X103	X1040	X106	X1364	X1552	X1634	X1677	X1718	X2176	X2556	X2577	X2587	X429	X655	X860	X991
VAMP3	9341	1p36.23	0.332	0.027	0.338	-0.199	-0.444	-0.480	-0.229	-0.093	0.293	-0.241	0.540	0.127	-0.054	0.746	0.062	0.069	-0.612
PER3	8863	1p36.23	0.332	0.027	0.338	-0.199	-0.444	-0.480	-0.229	-0.093	0.293	-0.241	0.540	0.127	-0.054	0.746	0.062	0.069	-0.612
UTS2	10911	1p36.23	0.332	0.027	0.338	-0.199	-0.444	-0.480	-0.229	-0.093	0.293	-0.241	0.540	0.127	0.159	0.746	0.062	0.069	-0.612
TNFRSF9	3604	1p36.23	0.332	0.027	0.338	-0.199	-0.444	-0.480	-0.229	-0.093	0.293	-0.241	0.540	0.127	0.159	0.746	0.062	0.069	-0.612
PARK7	11315	1p36.23	0.332	0.027	0.338	-0.199	-0.444	-0.480	-0.229	-0.093	0.293	-0.241	0.540	0.127	0.159	0.746	0.062	0.069	-0.612
ERRFI1	54206	1p36.23	0.332	0.027	0.338	-0.199	-0.444	-0.480	-0.229	-0.093	0.293	-0.241	0.540	0.127	0.159	0.746	0.062	0.069	-0.612
LOC102724539	102724539	1p36.23	0.332	0.027	0.338	-0.199	-0.444	-0.480	-0.229	-0.093	0.293	-0.241	0.540	0.127	0.159	0.746	0.062	0.069	-0.612
SLC45A1	50651	1p36.23	0.332	0.027	0.338	-0.199	-0.444	-0.480	-0.229	-0.093	0.293	-0.241	0.540	0.127	0.159	0.746	0.062	0.069	-0.612
RERE	473	1p36.23	0.332	0.027	0.338	-0.199	-0.444	-0.480	-0.229	-0.093	0.293	-0.241	0.540	0.127	0.159	0.746	0.062	0.069	-0.612
LOC102724552	102724552	1p36.23	0.332	0.027	0.338	-0.199	-0.444	-0.480	-0.229	-0.093	0.293	-0.241	0.540	0.127	0.159	0.746	0.062	0.069	-0.612
SNORD128	106632271	1p36.23	0.332	0.027	0.338	-0.199	-0.444	-0.480	-0.229	-0.093	0.293	-0.241	0.540	0.127	0.159	0.746	0.062	0.069	-0.612
ENO1	2023	1p36.23	0.332	0.027	0.338	-0.199	-0.444	-0.480	-0.229	-0.093	0.293	-0.241	0.540	0.127	0.159	0.746	0.062	0.069	-0.612
MIR6728	102465436	1p36.23	0.332	0.027	0.338	-0.199	-0.444	-0.480	-0.229	-0.093	0.293	-0.241	0.540	0.127	0.159	0.746	0.062	0.069	-0.612
ENO1-AS1	100505975	1p36.23	0.332	0.027	0.338	-0.199	-0.444	-0.480	-0.229	-0.093	0.293	-0.241	0.540	0.127	0.159	0.746	0.062	0.069	-0.612
CA6	765	1p36.23	0.332	0.027	0.338	-0.199	-0.444	-0.480	-0.229	-0.093	0.293	-0.241	0.540	0.196	0.159	0.746	0.062	0.069	-0.612
SLC2A7	155184	1p36.23	0.332	0.027	0.338	-0.199	-0.444	-0.480	-0.229	-0.093	0.293	-0.241	0.540	0.196	0.159	0.746	0.062	0.069	-0.612
SLC2A5	6518	1p36.23	0.332	0.027	0.338	-0.199	-0.444	-0.480	-0.229	-0.093	0.293	-0.241	0.540	0.196	0.159	0.746	0.062	0.069	-0.612
GPR157	80045	1p36.22	0.332	0.027	0.338	-0.199	-0.444	-0.480	-0.229	-0.093	0.293	-0.241	0.540	0.196	0.159	0.746	0.062	0.069	-0.612
MIR34AHG	106614088	1p36.22	0.332	0.027	0.338	-0.199	-0.444	-0.480	-0.229	-0.093	0.293	-0.241	0.540	0.196	0.159	0.746	0.062	0.069	-0.612
MIR34A	407040	1p36.22	0.332	0.027	0.338	-0.199	-0.444	-0.480	-0.229	-0.093	0.293	-0.241	0.540	0.196	0.159	0.746	0.062	0.069	-0.612
LOC102724571	102724571	1p36.22	0.332	0.027	0.338	-0.199	-0.444	-0.480	-0.229	-0.093	0.293	-0.241	0.540	0.196	0.159	0.746	0.062	0.069	-0.612
H6PD	9563	1p36.22	0.332	0.027	0.338	-0.199	-0.444	-0.480	-0.229	-0.093	0.293	-0.241	0.540	0.196	0.159	0.746	0.062	0.069	-0.612
SPSB1	80176	1p36.22	0.332	0.027	0.338	-0.199	-0.444	-0.480	-0.229	-0.093	0.293	-0.241	0.540	0.196	0.159	0.746	0.062	0.069	-0.612
LOC100506022	100506022	1p36.22	0.332	0.027	0.338	-0.199	-0.444	-0.480	-0.229	-0.093	0.293	-0.241	0.540	0.196	0.159	0.746	0.062	0.069	-0.612
SLC25A33	84275	1p36.22	0.332	0.027	0.338	-0.199	-0.444	-0.480	-0.229	-0.093	0.293	-0.241	0.540	0.196	0.159	0.746	0.062	0.069	-0.612
TMEM201	199953	1p36.22	0.332	0.027	0.338	-0.199	-0.444	-0.480	-0.229	-0.093	0.293	-0.241	0.540	0.196	0.159	0.746	0.062	0.069	-0.612
PIK3CD-AS1	644997	1p36.22	0.332	0.027	0.338	-0.199	-0.444	-0.480	-0.229	-0.093	0.293	-0.241	0.540	0.196	0.159	0.746	0.062	0.069	-0.612
PIK3CD	5293	1p36.22	0.332	0.027	0.338	-0.199	-0.444	-0.480	-0.229	-0.093	0.293	-0.241	0.540	0.196	0.159	0.746	0.062	0.069	-0.612
PIK3CD-AS2	101929074	1p36.22	0.332	0.027	0.338	-0.199	-0.444	-0.480	-0.229	-0.093	0.293	-0.241	0.540	0.196	0.159	0.746	0.062	0.069	-0.612
CLSTN1	22883	1p36.22	0.332	0.027	0.338	-0.199	-0.444	-0.480	-0.229	-0.093	0.293	-0.241	0.540	0.196	0.159	0.746	0.062	0.069	-0.612
CTNNBIP1	56998	1p36.22	0.332	0.027	0.338	-0.199	-0.444	-0.480	-0.229	-0.093	0.293	-0.241	0.540	0.196	0.159	0.746	0.062	0.069	-0.612
LZIC	84328	1p36.22	0.332	0.027	0.338	-0.199	-0.444	-0.480	-0.229	-0.093	0.293	-0.241	0.540	0.196	0.159	0.746	0.062	0.069	-0.612
MIR5697	100847055	1p36.22	0.332	0.027	0.338	-0.199	-0.444	-0.480	-0.229	-0.093	0.293	-0.241	0.540	0.196	0.159	0.746	0.062	0.069	-0.612
NMNAT1	64802	1p36.22	0.332	0.027	0.338	-0.199	-0.444	-0.480	-0.229	-0.093	0.293	-0.241	0.540	0.196	0.159	0.746	0.062	0.069	-0.612
RBP7	116362	1p36.22	0.332	0.027	0.338	-0.199	-0.444	-0.480	-0.229	-0.093	0.293	-0.241	0.540	0.196	0.159	0.746	0.062	0.069	-0.612
UBE4B	10277	1p36.22	0.332	0.027	0.338	-0.199	-0.444	-0.480	-0.229	-0.093	0.293	-0.241	0.540	0.196	0.159	0.746	0.062	0.069	-0.612
KIF1B	23095	1p36.22	0.332	0.027	0.338	-0.199	-0.444	-0.480	-0.229	-0.093	0.293	-0.241	0.540	0.196	0.159	0.746	0.062	0.069	-0.612
MIR1273D	100422970	1p36.22	0.332	0.027	0.338	-0.199	-0.444	-0.480	-0.229	-0.093	0.293	-0.241	0.540	0.196	0.159	0.746	0.062	0.069	-0.612
RNU6-1|chr1	26827	1p36.22	0.332	0.027	0.338	-0.199	-0.444	-0.480	-0.229	-0.093	0.293	-0.241	0.540	0.196	0.159	0.746	0.062	0.069	-0.612
RNU6-2|chr1	103625684	1p36.22	0.332	0.027	0.338	-0.199	-0.444	-0.480	-0.229	-0.093	0.293	-0.241	0.540	0.196	0.159	0.746	0.062	0.069	-0.612
RNU6-7|chr1	101954275	1p36.22	0.332	0.027	0.338	-0.199	-0.444	-0.480	-0.229	-0.093	0.293	-0.241	0.540	0.196	0.159	0.746	0.062	0.069	-0.612
RNU6-8|chr1	101954278	1p36.22	0.332	0.027	0.338	-0.199	-0.444	-0.480	-0.229	-0.093	0.293	-0.241	0.540	0.196	0.159	0.746	0.062	0.069	-0.612
PGD	5226	1p36.22	0.332	0.027	0.338	-0.199	-0.444	-0.480	-0.229	-0.093	0.293	-0.241	0.540	0.196	0.159	0.746	0.062	0.069	-0.612
APITD1-CORT	100526739	1p36.22	0.332	0.027	0.338	-0.199	-0.444	-0.480	-0.229	-0.093	0.293	-0.241	0.540	0.196	0.159	0.746	0.062	0.069	-0.612
CENPS	378708	1p36.22	0.332	0.027	0.338	-0.199	-0.444	-0.480	-0.229	-0.093	0.293	-0.241	0.540	0.196	0.159	0.746	0.062	0.069	-0.612
CORT	1325	1p36.22	0.332	0.027	0.338	-0.199	-0.444	-0.480	-0.229	-0.093	0.293	-0.241	0.540	0.196	0.159	0.746	0.062	0.069	-0.612
DFFA	1676	1p36.22	0.332	0.027	0.338	-0.199	-0.444	-0.480	-0.229	-0.093	0.293	-0.241	0.540	0.196	0.159	0.746	0.062	0.069	-0.612
PEX14	5195	1p36.22	0.332	0.027	0.338	-0.199	-0.444	-0.480	-0.229	-0.093	0.293	-0.241	0.540	0.196	0.159	0.746	0.062	0.069	-0.612
CASZ1	54897	1p36.22	0.332	0.027	0.338	-0.199	-0.444	-0.480	-0.229	-0.093	0.293	-0.241	0.540	0.196	0.159	0.746	0.062	0.069	-0.612
C1orf127	148345	1p36.22	0.332	0.027	0.338	-0.199	-0.444	-0.480	-0.229	-0.093	0.293	-0.241	0.540	0.196	0.159	0.746	0.062	0.069	-0.612
TARDBP	23435	1p36.22	0.332	0.027	0.338	-0.199	-0.444	-0.480	-0.229	-0.093	0.293	-0.241	0.540	0.196	0.159	0.007	0.062	0.069	-0.612
MASP2	10747	1p36.22	0.332	0.027	0.338	-0.199	-0.444	-0.480	-0.229	-0.093	0.293	-0.241	0.540	0.196	0.159	0.007	0.062	0.069	-0.612
SRM	6723	1p36.22	0.332	0.027	0.338	-0.199	-0.444	-0.480	-0.229	-0.093	0.293	-0.241	0.540	0.196	0.159	0.007	0.062	0.069	-0.612
EXOSC10	5394	1p36.22	0.332	0.027	0.338	-0.199	-0.444	-0.480	-0.229	-0.093	0.293	-0.241	0.540	0.196	0.159	0.007	0.062	0.069	-0.612
LOC105376736	105376736	1p36.22	0.332	0.027	0.247	-0.199	-0.444	-0.480	-0.229	-0.093	0.293	-0.241	0.540	0.196	0.159	0.007	0.062	0.069	-0.612
MTOR	2475	1p36.22	0.332	0.027	0.247	-0.199	-0.444	-0.480	-0.229	-0.093	0.293	-0.241	0.540	0.196	0.159	0.007	0.062	0.069	-0.612
MTOR-AS1	100873935	1p36.22	0.332	0.027	0.247	-0.199	-0.444	-0.480	-0.229	-0.093	0.293	-0.241	0.540	0.196	0.159	0.007	0.062	0.069	-0.612
ANGPTL7	10218	1p36.22	0.332	0.027	0.247	-0.199	-0.444	-0.480	-0.229	-0.093	0.293	-0.241	0.540	0.196	0.159	0.007	0.062	0.069	-0.612
UBIAD1	29914	1p36.22	0.332	0.027	0.247	-0.199	-0.444	-0.480	-0.229	-0.093	0.293	-0.241	0.540	0.196	0.159	0.007	0.062	0.069	-0.612
DISP3	57540	1p36.22	0.332	0.027	0.247	-0.199	-0.444	-0.480	-0.229	-0.093	0.293	-0.241	0.540	0.196	0.159	0.007	0.062	0.069	-0.612
LOC101929181	101929181	1p36.22	0.332	0.027	0.247	-0.199	-0.444	-0.480	-0.229	-0.093	0.293	-0.241	0.540	0.196	0.159	0.007	0.062	0.069	-0.612
FBXO2	26232	1p36.22	0.332	0.027	0.247	-0.199	-0.444	-0.480	-0.229	-0.093	0.293	-0.241	0.540	0.196	0.159	0.007	0.062	0.069	-0.612
FBXO44	93611	1p36.22	0.332	0.027	0.247	-0.199	-0.444	-0.480	-0.229	-0.093	0.293	-0.241	0.540	0.196	0.159	0.007	0.062	0.069	-0.612
FBXO6	26270	1p36.22	0.332	0.027	0.247	-0.199	-0.444	-0.480	-0.229	-0.093	0.293	-0.241	0.540	0.196	0.159	0.007	0.062	0.069	-0.612
MAD2L2	10459	1p36.22	0.332	0.027	0.247	-0.199	-0.444	-0.480	-0.229	-0.093	0.293	-0.241	0.540	0.196	0.159	0.007	0.062	0.069	-0.612
DRAXIN	374946	1p36.22	0.332	0.027	0.247	-0.199	-0.444	-0.480	-0.229	-0.093	0.293	-0.241	0.540	0.196	0.159	0.007	0.062	0.069	-0.612
AGTRAP	57085	1p36.22	0.332	0.027	0.247	-0.199	-0.444	-0.480	-0.229	-0.093	0.293	-0.241	0.540	0.196	0.159	0.007	0.062	0.069	-0.612
C1orf167	284498	1p36.22	0.332	0.027	0.247	-0.199	-0.444	-0.480	-0.229	-0.093	0.293	-0.241	0.540	0.196	0.159	0.007	0.062	0.069	-0.612
LOC102724659	102724659	1p36.22	0.332	0.027	0.247	-0.199	-0.444	-0.480	-0.229	-0.093	0.293	-0.241	0.540	0.196	0.159	0.007	0.062	0.069	-0.612
MTHFR	4524	1p36.22	0.332	0.027	0.247	-0.199	-0.444	-0.480	-0.229	-0.093	0.293	-0.241	0.540	0.196	0.159	0.007	0.062	0.069	-0.612
CLCN6	1185	1p36.22	0.332	0.027	0.247	-0.199	-0.444	-0.480	-0.229	-0.093	0.293	-0.241	0.540	0.196	0.159	0.007	0.062	0.069	-0.612
NPPA-AS1	100379251	1p36.22	0.332	0.027	0.247	-0.199	-0.444	-0.480	-0.229	-0.093	0.293	-0.241	0.540	0.120	0.159	0.007	0.062	-0.007	-0.612
NPPA	4878	1p36.22	0.332	0.027	0.247	-0.199	-0.444	-0.480	-0.229	-0.093	0.293	-0.241	0.540	0.120	0.159	0.007	0.062	-0.007	-0.612
NPPB	4879	1p36.22	0.332	0.027	0.247	-0.199	-0.444	-0.480	-0.229	-0.093	0.293	-0.241	0.540	0.120	0.159	0.007	0.062	-0.007	-0.612
RNU5E-1	26829	1p36.22	0.332	0.027	0.247	-0.199	-0.444	-0.480	-0.229	-0.093	0.293	-0.241	0.540	0.120	0.159	0.007	0.062	-0.007	-0.612
KIAA2013	90231	1p36.22	0.332	0.027	0.247	-0.199	-0.444	-0.480	-0.229	-0.093	0.293	-0.241	0.540	0.120	0.159	0.007	0.062	-0.007	-0.612
PLOD1	5351	1p36.22	0.332	0.027	0.247	-0.199	-0.444	-0.480	-0.229	-0.093	0.293	-0.241	0.540	0.120	0.159	0.007	0.062	-0.007	-0.612
MFN2	9927	1p36.22	0.332	0.027	0.247	-0.199	-0.444	-0.480	-0.229	-0.093	0.293	-0.241	0.540	0.120	0.159	0.007	0.062	-0.007	-0.612
MIIP	60672	1p36.22	0.332	0.027	0.247	-0.199	-0.444	-0.480	-0.229	-0.093	0.293	-0.241	0.540	0.120	0.159	0.007	0.062	-0.007	-0.612
MIR6729	102466982	1p36.22	0.332	0.027	0.247	-0.199	-0.444	-0.480	-0.229	-0.093	0.293	-0.241	0.540	0.120	0.159	0.007	0.062	-0.007	-0.612
TNFRSF8	943	1p36.22	0.332	0.027	0.247	-0.199	-0.444	-0.480	-0.229	-0.093	0.293	-0.241	0.540	0.120	0.159	0.007	0.062	-0.007	-0.612
MIR7846	102465836	1p36.22	0.332	0.027	0.247	-0.199	-0.444	-0.480	-0.229	-0.093	0.293	-0.241	0.540	0.120	0.159	0.007	0.062	-0.007	-0.612
TNFRSF1B	7133	1p36.22	0.332	0.027	0.247	-0.199	-0.444	-0.480	-0.229	-0.093	0.293	-0.241	0.540	0.120	0.159	0.007	0.062	-0.007	-0.612
MIR4632	100616438	1p36.22	0.332	0.027	0.247	-0.199	-0.444	-0.480	-0.229	-0.093	0.293	-0.241	0.540	0.120	0.159	0.007	0.062	-0.007	-0.612
VPS13D	55187	1p36.22	0.332	0.027	0.247	-0.199	-0.444	-0.480	-0.287	-0.093	0.293	-0.241	0.540	0.120	0.159	0.007	0.062	-0.007	-0.612
SNORA59A|chr1	677885	1p36.21	0.042	0.027	0.247	-0.199	-0.444	-0.480	-0.287	-0.093	0.293	-0.241	0.540	0.120	0.014	0.007	0.062	-0.007	-0.612
DHRS3	9249	1p36.21	0.042	0.027	0.247	-0.199	-0.444	-0.480	-0.287	-0.093	0.293	-0.241	0.540	0.120	0.014	0.007	0.062	-0.007	-0.612
MIR6730	102466722	1p36.21	0.042	0.027	0.247	-0.199	-0.444	-0.480	-0.287	-0.093	0.293	-0.241	0.540	0.120	0.014	0.007	0.062	-0.007	-0.612
AADACL4	343066	1p36.21	0.042	0.027	0.247	-0.199	-0.444	-0.480	-0.287	-0.093	0.293	-0.241	0.540	0.120	0.014	0.007	0.062	-0.007	-0.612
AADACL3	126767	1p36.21	0.042	0.027	0.247	-0.199	-0.444	-0.480	-0.287	-0.093	0.293	-0.241	0.540	0.120	0.014	0.007	0.062	-0.007	-0.612
C1orf158	93190	1p36.21	0.042	0.027	0.247	-0.199	-0.444	-0.480	-0.287	0.177	0.293	-0.241	0.540	0.120	0.014	0.007	0.062	-0.007	-0.612
PRAMEF12	390999	1p36.21	0.042	0.027	0.247	-0.199	-0.444	0.570	-0.287	0.177	0.743	-0.241	0.540	0.120	0.014	0.007	0.062	-0.007	-0.612
PRAMEF1	65121	1p36.21	0.042	0.027	0.247	-0.199	-0.444	0.570	-0.287	0.177	0.743	-0.241	0.540	0.120	0.014	0.007	0.062	-0.007	-0.612
PRAMEF11	440560	1p36.21	0.042	0.027	0.247	-0.199	-0.444	0.570	-0.287	0.177	0.743	-0.241	0.540	0.120	0.014	0.007	0.062	-0.007	-0.612
HNRNPCL1	343069	1p36.21	0.042	0.027	0.247	-0.199	-0.444	0.570	-0.287	0.177	0.743	-0.241	0.540	0.120	0.014	0.007	0.062	-0.007	-0.612
PRAMEF2	65122	1p36.21	0.042	0.027	0.247	-0.199	-0.444	0.570	-0.287	0.177	0.743	-0.241	0.540	0.120	0.014	0.007	0.062	-0.007	-0.612
PRAMEF4	400735	1p36.21	0.042	0.027	0.247	-0.199	-0.444	-1.293	-0.287	0.177	0.743	-0.241	0.540	0.120	0.014	0.007	0.062	-0.007	-0.612
PRAMEF10	343071	1p36.21	0.042	0.027	0.247	-0.199	-0.444	-1.293	-0.287	0.177	0.743	-0.241	0.540	0.120	0.014	0.007	0.062	-0.007	-0.612
PRAMEF7	441871	1p36.21	0.042	0.027	0.247	-0.199	-0.444	-1.293	-0.287	0.177	0.743	-0.241	0.540	0.120	0.014	0.007	0.062	-0.007	-0.612
PRAMEF6	440561	1p36.21	0.042	0.027	0.247	-0.199	-0.444	-1.293	-0.287	0.177	0.743	-0.241	0.540	0.120	0.014	0.007	0.062	-0.007	-0.612
PRAMEF27	101929983	1p36.21	0.042	0.027	0.247	-0.199	-0.444	-1.293	-0.287	-0.093	0.225	-0.241	0.540	0.120	0.014	0.007	0.062	-0.007	-0.612
HNRNPCL3	649330	1p36.21	0.042	0.027	0.247	-0.199	-0.444	-1.293	-0.287	-0.093	0.225	-0.241	0.540	0.120	0.014	0.007	0.062	-0.007	-0.612
HNRNPCL4	101060301	1p36.21	0.042	0.027	0.247	-0.199	-0.444	-1.293	-0.287	-0.093	0.225	-0.241	0.540	0.120	0.014	0.007	0.062	-0.007	-0.612
PRAMEF25	441873	1p36.21	0.042	0.027	0.247	-0.199	-0.444	-1.293	-0.287	-0.093	0.225	-0.241	0.540	0.120	0.014	0.007	0.062	-0.007	-0.612
PRAMEF26	645359	1p36.21	0.042	0.027	0.247	-0.199	-0.444	-1.293	-0.287	-0.093	0.225	-0.241	0.540	0.120	0.014	0.007	0.062	-0.007	-0.612
PRAMEF34P	649324	1p36.21	0.042	0.027	0.247	-0.199	-0.444	-1.293	-0.287	-0.093	0.225	-0.241	0.540	0.120	0.014	0.007	0.062	-0.007	-0.612
HNRNPCL2	440563	1p36.21	0.042	0.027	0.247	-0.199	-0.444	0.102	-0.287	-0.093	0.225	-0.241	0.540	0.120	0.014	0.007	0.062	-0.007	-0.612
PRAMEF13	400736	1p36.21	0.042	0.027	0.247	-0.199	-0.444	0.102	-0.287	-0.093	0.225	-0.241	0.540	0.120	0.014	0.007	0.062	-0.007	-0.612
PRAMEF18	391003	1p36.21	0.042	0.027	0.247	-0.199	-0.444	0.102	-0.287	-0.093	0.225	-0.241	0.540	0.120	0.014	0.007	0.062	-0.007	-0.612
PRAMEF22	653606	1p36.21	0.042	0.027	0.247	-0.199	-0.444	0.102	-0.287	-0.093	0.225	-0.241	0.540	0.120	0.014	0.007	0.062	-0.007	-0.612
PRAMEF5	343068	1p36.21	0.042	0.027	0.247	-0.199	-0.444	-0.460	-0.287	-0.093	0.225	-0.241	0.540	0.120	0.014	0.007	0.062	-0.007	-0.612
PRAMEF8	391002	1p36.21	0.042	0.027	0.161	-0.199	-0.444	-0.460	-0.287	-0.093	0.225	-0.241	0.540	0.120	0.014	0.007	0.062	-0.007	-0.612
PRAMEF33P	645382	1p36.21	0.042	0.027	0.161	-0.199	-0.444	-0.460	-0.287	-0.093	0.225	-0.241	0.540	0.120	0.014	0.007	0.062	-0.007	-0.612
PRAMEF15	653619	1p36.21	0.042	0.027	0.161	-0.199	-0.444	-0.460	-0.287	-0.093	0.225	-0.241	0.540	0.120	0.014	0.007	0.062	-0.007	-0.612
PRAMEF14	729528	1p36.21	0.042	0.027	0.161	-0.199	-0.444	-0.460	-0.287	-0.093	0.225	-0.241	0.540	0.120	0.014	0.007	0.062	-0.007	-0.612
PRAMEF19	645414	1p36.21	0.042	0.027	0.161	-0.199	-0.444	-0.460	-0.287	-0.093	0.225	-0.241	0.540	0.120	0.014	0.007	0.062	-0.007	-0.612
PRAMEF17	391004	1p36.21	0.042	0.027	0.161	-0.199	-0.444	-0.460	-0.287	-0.093	0.225	-0.241	0.540	0.120	0.014	0.007	0.062	-0.007	-0.612
PRAMEF20	645425	1p36.21	0.042	0.027	0.161	-0.199	-0.444	-0.460	-0.287	-0.093	0.225	-0.241	0.540	0.120	0.014	0.007	0.062	-0.007	-0.612
LRRC38	126755	1p36.21	0.042	0.027	0.161	-0.199	-0.444	-0.460	-0.287	-0.093	0.225	-0.241	0.540	0.120	0.014	0.007	0.062	-0.007	-0.612
PDPN	10630	1p36.21	0.042	0.027	0.161	-0.199	-0.444	-0.460	-0.287	-0.093	0.225	-0.241	0.540	0.120	0.014	0.007	0.062	-0.007	-0.612
PRDM2	7799	1p36.21	0.042	0.027	0.161	-0.199	-0.444	-0.460	-0.287	-0.093	0.225	-0.241	0.540	0.120	0.014	0.007	0.062	-0.007	-0.612
KAZN	23254	1p36.21	0.042	0.027	0.161	-0.199	-0.444	-0.460	-0.287	-0.093	0.225	-0.241	0.540	0.120	0.014	0.007	0.062	-0.007	-0.612
TMEM51-AS1	200197	1p36.21	0.042	0.027	0.161	-0.199	-0.444	-0.460	-0.287	-0.093	0.225	-0.241	0.540	0.120	0.014	0.007	0.062	-0.007	-0.612
TMEM51	55092	1p36.21	0.042	0.027	0.161	-0.199	-0.444	-0.460	-0.287	-0.093	0.225	-0.241	0.540	0.120	0.014	0.007	0.062	-0.007	-0.612
C1orf195	727684	1p36.21	0.042	0.027	0.161	-0.199	-0.444	-0.460	-0.287	-0.093	0.225	-0.241	0.540	0.120	0.014	0.007	0.062	-0.007	-0.612
FHAD1	114827	1p36.21	0.042	0.027	0.161	-0.199	-0.444	-0.460	-0.287	-0.093	0.225	-0.241	0.540	0.120	0.201	0.007	0.062	-0.007	-0.612
EFHD2	79180	1p36.21	0.042	0.027	0.161	-0.199	-0.444	-0.460	-0.287	-0.093	0.225	-0.241	0.540	0.120	0.201	0.007	0.062	-0.007	-0.612
CTRC	11330	1p36.21	0.042	0.027	0.161	-0.199	-0.444	-0.460	-0.287	-0.093	0.225	-0.241	0.540	0.120	0.201	0.007	0.062	-0.007	-0.612
CELA2A	63036	1p36.21	0.042	0.027	0.161	-0.199	-0.444	-0.460	-0.287	-0.093	0.225	-0.241	0.540	0.120	0.201	0.007	0.062	-0.007	-0.612
CELA2B	51032	1p36.21	0.042	0.027	0.161	-0.199	-0.444	-0.460	-0.287	-0.093	0.225	-0.241	0.540	0.120	0.201	0.007	0.062	-0.007	-0.612
CASP9	842	1p36.21	0.042	0.027	0.161	-0.199	-0.444	-0.460	-0.287	-0.093	0.225	-0.241	0.540	0.120	0.201	0.007	0.062	-0.007	-0.612
DNAJC16	23341	1p36.21	0.042	0.027	0.161	-0.199	-0.444	-0.460	-0.287	-0.093	0.225	-0.241	0.540	0.120	0.201	0.007	0.062	-0.007	-0.612
AGMAT	79814	1p36.21	0.042	0.027	0.161	-0.199	-0.444	-0.460	-0.287	-0.093	0.225	-0.241	0.540	0.120	0.201	0.007	0.062	-0.007	-0.612
DDI2	84301	1p36.21	0.042	0.027	0.161	-0.199	-0.444	-0.460	-0.287	-0.093	0.225	-0.241	0.540	0.120	0.201	0.007	0.062	-0.007	-0.612
RSC1A1	6248	1p36.21	0.042	0.027	0.161	-0.199	-0.444	-0.460	-0.287	-0.093	0.534	-0.241	0.540	0.120	0.201	0.007	0.062	-0.007	-0.612
PLEKHM2	23207	1p36.21	0.042	0.027	0.161	-0.199	-0.444	-0.460	-0.287	-0.093	0.534	-0.241	0.540	0.120	0.201	0.007	0.062	-0.007	-0.658
SLC25A34	284723	1p36.21	0.042	0.027	0.161	-0.199	-0.444	-0.460	-0.287	-0.093	0.534	-0.241	0.540	0.120	0.201	0.007	0.062	-0.007	-0.658
TMEM82	388595	1p36.21	0.042	0.027	0.161	-0.199	-0.444	-0.460	-0.287	-0.093	0.534	-0.241	0.540	0.120	0.201	0.007	0.062	-0.007	-0.658
FBLIM1	54751	1p36.21	0.042	0.027	0.161	-0.199	-0.444	-0.460	-0.287	-0.093	0.534	-0.241	0.540	0.120	0.201	0.007	0.062	-0.007	-0.658
UQCRHL	440567	1p36.21	0.042	0.027	0.161	-0.199	-0.444	-0.460	-0.287	-0.093	0.534	-0.241	0.540	0.120	0.069	0.007	0.062	-0.007	-0.658
FLJ37453	729614	1p36.21	0.042	0.027	0.161	-0.199	-0.444	-0.460	-0.287	-0.093	0.534	-0.241	0.540	0.120	0.069	0.007	0.062	-0.007	-0.658
SPEN	23013	1p36.21	0.042	0.027	0.161	-0.199	-0.444	-0.460	-0.287	-0.093	0.534	-0.241	0.540	0.120	0.069	0.007	0.062	-0.007	-0.658
MIR5096|chr1	100616427	1p36.21	0.405	0.039	0.510	-0.199	1.964	-0.460	-0.287	0.107	0.534	-0.241	0.904	0.234	0.152	-0.139	0.062	-0.064	1.147
ZBTB17	7709	1p36.13	0.042	0.027	0.161	-0.199	-0.444	-0.460	-0.287	-0.093	0.298	-0.241	0.540	0.120	0.069	0.007	0.062	-0.007	-0.658
C1orf64	149563	1p36.13	0.042	0.027	0.161	-0.199	-0.444	-0.460	-0.287	-0.093	0.298	-0.241	0.540	0.120	0.069	0.007	0.062	-0.007	-0.658
HSPB7	27129	1p36.13	0.042	0.027	0.161	-0.199	-0.444	-0.460	-0.287	-0.093	0.298	-0.241	0.540	0.120	0.069	0.007	0.062	-0.007	-0.658
CLCNKA	1187	1p36.13	0.042	0.027	0.161	-0.199	-0.444	-0.460	-0.287	-0.093	0.298	-0.241	0.540	0.120	0.069	0.007	0.062	-0.007	-0.658
CLCNKB	1188	1p36.13	0.042	0.027	0.161	-0.199	-0.444	-0.460	-0.287	-0.093	0.298	-0.241	0.540	0.120	0.069	0.007	0.062	-0.007	-0.658
FAM131C	348487	1p36.13	0.042	0.027	0.161	-0.199	-0.444	-0.460	-0.287	-0.093	0.298	-0.241	0.540	0.120	0.069	0.007	0.062	-0.007	-0.658
EPHA2	1969	1p36.13	0.042	0.027	0.161	-0.199	-0.444	-0.460	-0.287	-0.093	0.298	-0.241	0.540	0.120	0.069	0.007	0.062	-0.007	-0.658
ARHGEF19	128272	1p36.13	0.042	0.027	0.161	-0.199	-0.444	-0.460	-0.287	-0.093	0.298	-0.241	0.540	0.120	0.069	0.007	0.062	-0.007	-0.658
RSG1	79363	1p36.13	0.042	0.027	0.161	-0.199	-0.444	-0.460	-0.287	-0.093	0.298	-0.241	0.540	0.120	0.069	0.007	0.062	-0.007	-0.658
